name,selling_price,km_driven,fuel,transmission,engine (CC),max_power(bhp),seats,Clusters
Hyundai Verna 1.6 SX,465000,146000,Diesel,Manual,1582.0,126.32,5.0,0
Maruti Alto 800 LXI,350000,44000,Petrol,Manual,796.0,47.3,5.0,1
Hyundai i10 Magna 1.2 iTech SE,325000,70000,Petrol,Manual,1197.0,78.9,5.0,1
Tata Indica V2 DLS TC,50000,271000,Diesel,Manual,1405.0,62.0,5.0,0
Maruti Alto LXi BSIII,110000,120000,Petrol,Manual,796.0,46.3,5.0,1
Tata Indigo eCS LX BSIV,220000,80000,Diesel,Manual,1396.0,69.0,5.0,0
Mahindra Bolero 2011-2019 SLE BSIII,515000,60000,Diesel,Manual,2523.0,62.1,7.0,0
Maruti Ciaz 1.4 Sigma,750000,40000,Petrol,Manual,1373.0,91.1,5.0,1
Hyundai EON Sportz,350000,25000,Petrol,Manual,814.0,55.2,5.0,1
Hyundai Grand i10 1.2 Kappa Sportz BSIV,488999,15000,Petrol,Manual,1197.0,81.86,5.0,1
Maruti Alto 800 LXI,300000,27000,Petrol,Manual,796.0,47.3,5.0,1
Maruti Baleno Alpha 1.3,650000,35000,Diesel,Manual,1248.0,74.0,5.0,0
Maruti A-Star Vxi,250000,40000,Petrol,Manual,998.0,66.1,5.0,1
Maruti Alto 800 LXI,200000,40000,Petrol,Manual,796.0,47.3,5.0,1
Mahindra Scorpio S10 7 Seater,950000,75262,Diesel,Manual,2179.0,120.0,7.0,0
Tata Indigo eCS LX BSIV,200000,120000,Diesel,Manual,1396.0,69.0,5.0,0
Hyundai EON 1.0 Era Plus,276000,60000,Petrol,Manual,998.0,68.05,5.0,1
Hyundai EON Magna Plus,250000,40000,Petrol,Manual,814.0,55.2,5.0,1
Maruti Alto LX,95000,80000,Petrol,Manual,796.0,46.3,5.0,1
Tata Indigo CR4,200000,70000,Diesel,Manual,1396.0,70.0,5.0,0
Hyundai Verna 1.6 SX,450000,100000,Diesel,Manual,1582.0,126.32,5.0,0
Mahindra XUV500 W6 2WD,900000,18000,Diesel,Manual,2179.0,140.0,7.0,0
Tata Indigo CS LX (TDI) BS III,200000,175000,Diesel,Manual,1396.0,69.0,5.0,0
Hyundai i10 Sportz,200000,70000,Petrol,Manual,1197.0,78.9,5.0,1
Mahindra Bolero 2011-2019 SLE,370000,91863,Diesel,Manual,2523.0,62.1,7.0,0
Tata Indigo CS GLX BS III,250000,100000,Petrol,Manual,1193.0,65.0,5.0,1
Renault KWID RXT,290000,10000,Petrol,Manual,799.0,53.3,5.0,1
Maruti Ertiga SHVS VDI,900000,35000,Diesel,Manual,1248.0,88.5,7.0,0
Ford Figo Diesel Celebration Edition,325000,120000,Diesel,Manual,1399.0,68.1,5.0,0
Hyundai Grand i10 Magna,425000,30000,Petrol,Manual,1197.0,82.0,5.0,1
Renault KWID RXT,315000,60000,Petrol,Manual,799.0,53.3,5.0,1
Maruti Alto K10 VXI,300000,70000,Petrol,Manual,998.0,67.05,5.0,1
Hyundai i10 Sportz,325000,70000,Petrol,Manual,1197.0,78.9,5.0,1
Hyundai Creta 1.4 CRDi S,900000,130000,Diesel,Manual,1396.0,88.7,5.0,0
Hyundai Creta 1.4 CRDi S Plus,950000,133000,Diesel,Manual,1396.0,88.7,5.0,0
Volkswagen Vento Diesel Trendline,320000,120000,Diesel,Manual,1598.0,103.6,5.0,0
Volkswagen Ameo 1.0 MPI Trendline,500000,20000,Petrol,Manual,999.0,75.0,5.0,1
Ford Figo Petrol LXI,290000,25000,Petrol,Manual,1196.0,70.0,5.0,1
Tata Nano Lx BSIV,60000,90000,Petrol,Manual,624.0,37.48,4.0,1
Maruti A-Star Vxi,120000,140000,Petrol,Manual,998.0,66.1,5.0,1
Honda City i-DTEC VX,850000,103000,Diesel,Manual,1498.0,97.9,5.0,0
Toyota Innova Crysta 2.4 GX MT BSIV,1750000,23000,Diesel,Manual,2393.0,147.8,7.0,0
Honda City i DTEC V,600000,128000,Diesel,Manual,1498.0,98.6,5.0,0
Volkswagen Polo 1.5 TDI Highline,620000,33000,Diesel,Manual,1498.0,88.8,5.0,0
Maruti Alto LXi BSIII,150000,70000,Petrol,Manual,796.0,46.3,5.0,1
Hyundai Santro Xing GL,150000,40000,Petrol,Manual,1086.0,62.0,5.0,1
Tata Indigo Grand Petrol,135000,40000,Petrol,Manual,1396.0,99.6,5.0,1
Tata Indica Vista Terra 1.4 TDI,200000,80000,Diesel,Manual,1405.0,71.0,5.0,0
Maruti Ciaz ZDi,730000,70000,Diesel,Manual,1248.0,88.5,5.0,0
Toyota Innova 2.5 G (Diesel) 8 Seater,800000,100000,Diesel,Manual,2494.0,100.6,8.0,0
Mahindra Xylo E8,300000,90000,Diesel,Manual,2498.0,112.0,8.0,0
Ford Figo Diesel Titanium,190000,112000,Diesel,Manual,1399.0,68.0,5.0,0
Honda Civic 1.8 V MT Inspire,350000,50000,Petrol,Manual,1799.0,132.0,5.0,1
Hyundai Xcent 1.1 CRDi S,509999,62000,Diesel,Manual,1120.0,71.0,5.0,0
Maruti Ertiga LDI,400000,90000,Diesel,Manual,1248.0,88.76,7.0,0
Toyota Innova 2.5 VX (Diesel) 7 Seater,800000,80000,Diesel,Manual,2494.0,100.0,7.0,0
Tata Manza Club Class Quadrajet90 LS,250000,50000,Diesel,Manual,1248.0,88.8,5.0,0
Hyundai Creta 1.6 CRDi SX,930000,47552,Diesel,Manual,1582.0,126.2,5.0,0
Maruti Vitara Brezza ZDi Plus Dual Tone,720000,40000,Diesel,Manual,1248.0,88.5,5.0,0
Ford Figo Petrol EXI,225000,15000,Petrol,Manual,1196.0,70.0,5.0,1
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,950000,20000,Diesel,Manual,1498.0,98.96,5.0,0
Hyundai i20 Active 1.2,530000,52000,Petrol,Manual,1197.0,81.86,5.0,1
Hyundai i20 Magna 1.2,470000,70000,Petrol,Manual,1197.0,81.83,5.0,1
Mahindra Bolero Power Plus Plus AC BSIV PS,650000,110000,Diesel,Manual,2523.0,63.0,9.0,0
Tata Safari Storme LX,540000,77500,Diesel,Manual,2179.0,138.1,7.0,0
Maruti Swift VDI BSIV,459999,100000,Diesel,Manual,1248.0,74.0,5.0,0
Renault KWID RXL,325000,14700,Petrol,Manual,799.0,53.3,5.0,1
Maruti Omni MPI STD BSIV,240000,40000,Petrol,Manual,796.0,34.2,5.0,1
Mahindra KUV 100 mFALCON G80 K2,400000,32000,Petrol,Manual,1198.0,82.0,6.0,1
Maruti Alto LXI,70000,70000,Petrol,Manual,796.0,46.3,5.0,1
Maruti Swift Dzire VXi,250000,80000,Petrol,Manual,1298.0,85.8,5.0,1
Toyota Innova 2.5 G (Diesel) 8 Seater,910000,80000,Diesel,Manual,2494.0,100.6,8.0,0
Maruti Swift Dzire VDI,720000,25000,Diesel,Manual,1248.0,74.02,5.0,0
Maruti Swift Dzire ZDI,590000,50000,Diesel,Manual,1248.0,74.0,5.0,0
Chevrolet Tavera Neo 3 10 Seats BSIII,434000,120000,Diesel,Manual,2499.0,72.4,10.0,0
Mahindra Bolero DI BSIII,145000,170000,Diesel,Manual,2523.0,63.0,7.0,0
Mahindra KUV 100 G80 K4 Plus 5Str,445000,19700,Petrol,Manual,1198.0,82.0,5.0,1
Hyundai Santro Xing GL Plus LPG,191000,70000,LPG,Manual,1086.0,62.1,5.0,4
Ford Figo Aspire 1.5 TDCi Titanium,372000,50000,Diesel,Manual,1498.0,99.0,5.0,0
Maruti Wagon R LXI,65000,90000,Petrol,Manual,998.0,67.1,5.0,1
Ford Figo Diesel LXI,300000,140000,Diesel,Manual,1399.0,68.05,5.0,0
Mahindra Scorpio 2.6 DX,125000,120000,Diesel,Manual,2609.0,116.6,8.0,0
Tata Tigor 1.2 Revotron XZ Option,520000,40000,Petrol,Manual,1199.0,84.0,5.0,1
Maruti Alto 800 LXI,190000,70000,Petrol,Manual,796.0,47.3,5.0,1
Datsun RediGO 1.0 S,310000,7000,Petrol,Manual,999.0,67.0,5.0,1
Toyota Innova 2.5 VX 8 STR BSIV,750000,90000,Diesel,Manual,2494.0,102.0,8.0,0
Mahindra TUV 300 mHAWK100 T8 AMT,750000,110000,Diesel,Automatic,1493.0,100.0,7.0,2
Maruti Alto K10 VXI,350000,15000,Petrol,Manual,998.0,67.05,5.0,1
Maruti Alto 800 VXI,360000,5000,Petrol,Manual,796.0,47.3,5.0,1
Renault KWID RXE,285000,5000,Petrol,Manual,799.0,53.3,5.0,1
Maruti Alto 800 LX,160000,70000,Petrol,Manual,796.0,47.3,5.0,1
Datsun GO Plus D,229999,60000,Petrol,Manual,1198.0,67.0,7.0,1
Maruti Alto LXi,85000,120000,Petrol,Manual,796.0,46.3,5.0,1
Datsun RediGO 1.0 S,300000,7000,Petrol,Manual,999.0,67.0,5.0,1
Mahindra Scorpio 2009-2014 SLE 7S BSIV,675000,120000,Diesel,Manual,2179.0,120.0,7.0,0
Mahindra Scorpio 2009-2014 SLE 7S BSIII,700000,145241,Diesel,Manual,2179.0,120.0,7.0,0
Mahindra Scorpio 2.6 Turbo 7 Str,400000,110000,Diesel,Manual,2609.0,116.6,8.0,0
Renault KWID RXT,254999,30000,Petrol,Manual,799.0,53.3,5.0,1
Mahindra Scorpio S10 7 Seater,1050000,80000,Diesel,Manual,2179.0,120.0,7.0,0
Maruti Swift Dzire VDI,390000,100000,Diesel,Manual,1248.0,74.0,5.0,0
Toyota Etios Liva GD,450000,80000,Diesel,Manual,1364.0,67.04,5.0,0
Toyota Innova Crysta 2.8 GX AT BSIV,1630000,40000,Diesel,Automatic,2755.0,171.5,7.0,2
Maruti Vitara Brezza VDi Option,725000,50000,Diesel,Manual,1248.0,88.5,5.0,0
Tata Safari Storme LX,466000,95500,Diesel,Manual,2179.0,138.1,7.0,0
Ford Figo 1.2P Ambiente MT,370000,40000,Petrol,Manual,1196.0,86.8,5.0,1
Maruti Zen Estilo 1.1 VXI BSIII,150000,70000,Petrol,Manual,1061.0,64.0,5.0,1
Maruti Celerio ZXI Optional,483000,15000,Petrol,Manual,998.0,67.04,5.0,1
Hyundai Grand i10 Magna,470000,10000,Petrol,Manual,1197.0,82.0,5.0,1
Maruti Vitara Brezza ZDi Plus Dual Tone,950000,25000,Diesel,Manual,1248.0,88.5,5.0,0
Hyundai Verna 1.6 VTVT,450000,50000,Petrol,Manual,1591.0,121.3,5.0,1
Toyota Etios VX,345000,70000,Petrol,Manual,1496.0,88.7,5.0,1
Maruti A-Star Vxi,300000,60000,Petrol,Manual,998.0,66.1,5.0,1
Maruti Zen Estilo VXI BSIII,160000,74800,Petrol,Manual,998.0,67.1,5.0,1
Maruti 800 AC BSIII,120000,80000,Petrol,Manual,796.0,37.0,4.0,1
Tata Zest Revotron 1.2 XT,500000,40000,Petrol,Manual,1193.0,88.7,5.0,1
Mahindra XUV500 W9 2WD,1350000,40000,Diesel,Manual,2179.0,138.0,7.0,0
Hyundai Grand i10 1.2 CRDi Asta,455000,50000,Diesel,Manual,1186.0,73.97,5.0,0
Hyundai EON Era Plus,165000,45000,Petrol,Manual,814.0,55.2,5.0,1
Maruti Swift VXI Optional,470000,23700,Petrol,Manual,1197.0,81.8,5.0,1
Maruti Swift VXI Deca,470000,23700,Petrol,Manual,1197.0,81.8,5.0,1
Jeep Compass 1.4 Sport,1520000,10000,Petrol,Manual,1368.0,160.0,5.0,1
Maruti Alto K10 VXI,229999,53473,Petrol,Manual,998.0,67.05,5.0,1
Mahindra Bolero 2011-2019 DI NON AC BS III White,250000,100000,Diesel,Manual,2523.0,63.0,9.0,0
Mahindra XUV500 W10 2WD,1350000,25000,Diesel,Manual,2179.0,140.0,7.0,0
Hyundai Santro Xing GLS,220000,80000,Petrol,Manual,1086.0,62.1,5.0,1
Hyundai Xcent 1.1 CRDi S,360000,120000,Diesel,Manual,1120.0,71.0,5.0,0
Maruti Alto K10 VXI,350000,40000,Petrol,Manual,998.0,67.05,5.0,1
Hyundai Verna 1.6 SX CRDi (O),500000,70000,Diesel,Manual,1582.0,126.32,5.0,0
Chevrolet Beat Diesel LT,145000,90000,Diesel,Manual,936.0,57.6,5.0,0
Chevrolet Sail Hatchback 1.2,300000,51000,Petrol,Manual,1199.0,82.5,5.0,1
Hyundai Aent GLE,180000,87000,Petrol,Manual,1495.0,94.0,5.0,1
Maruti Swift Dzire VDI,530000,40000,Diesel,Manual,1248.0,74.0,5.0,0
Renault Duster 110PS Diesel RxL,620000,90000,Diesel,Manual,1461.0,108.45,5.0,0
Toyota Etios G,360000,110000,Petrol,Manual,1496.0,88.73,5.0,1
Hyundai Santro Xing GLS,245000,86000,Petrol,Manual,1086.0,62.1,5.0,1
Ford Ikon 1.6 Really Sport,130000,80000,Petrol,Manual,1597.0,92.0,5.0,1
Maruti Esteem LX - BSIII,70000,65000,Petrol,Manual,1298.0,85.0,5.0,1
Maruti Esteem LX - BSIII,70000,70000,Petrol,Manual,1298.0,85.0,5.0,1
Ford Fiesta 1.5 TDCi Titanium,650000,140000,Diesel,Manual,1498.0,89.75,5.0,0
Maruti Swift VXI,610000,18000,Petrol,Manual,1197.0,81.8,5.0,1
Maruti Alto K10 VXI,300000,24000,Petrol,Manual,998.0,67.05,5.0,1
Hyundai Grand i10 CRDi Magna,425000,60000,Diesel,Manual,1120.0,70.0,5.0,0
Hyundai Verna 1.6 SX CRDi (O),450000,150000,Diesel,Manual,1582.0,126.32,5.0,0
Hyundai Verna 1.6 CRDI,450000,108000,Diesel,Manual,1582.0,126.3,5.0,0
Hyundai i10 Sportz AT,340000,60000,Petrol,Automatic,1197.0,78.9,5.0,2
Maruti Ertiga LDI Option,650000,90000,Diesel,Manual,1248.0,88.76,7.0,0
Tata Indigo CS LS (TDI) BS III,160000,70000,Diesel,Manual,1396.0,69.0,5.0,0
Tata Indica Vista TDI LS,250000,120000,Diesel,Manual,1405.0,70.0,5.0,0
Chevrolet Beat Diesel LT,225000,100000,Diesel,Manual,936.0,57.6,5.0,0
Tata Indica V2 2001-2011 DLS BSIII,55000,75958,Diesel,Manual,1396.0,52.8,5.0,0
Maruti 800 AC,42000,70000,Petrol,Manual,796.0,37.0,4.0,1
Hyundai Tucson CRDi,282000,128000,Diesel,Manual,1991.0,112.0,7.0,0
Tata Indica V2 DLS TC,80000,110000,Diesel,Manual,1405.0,62.0,5.0,0
Maruti Swift Dzire VXI,500000,40000,Petrol,Manual,1197.0,83.14,5.0,1
Ford Figo Aspire 1.5 TDCi Ambiente,500000,70000,Diesel,Manual,1498.0,99.0,5.0,0
Maruti Swift VDI,400000,60000,Diesel,Manual,1248.0,74.0,5.0,0
Mahindra Bolero 2011-2019 SLX,550000,90000,Diesel,Manual,2523.0,62.1,7.0,0
Tata New Safari Dicor LX 4X2 BS IV,200000,70000,Diesel,Manual,2179.0,138.1,7.0,0
Hyundai i10 Sportz,280000,65000,Petrol,Manual,1197.0,78.9,5.0,1
Maruti Swift Dzire VDI,580000,88000,Diesel,Manual,1248.0,74.0,5.0,0
Tata Manza Aura (ABS) Quadrajet,100000,80000,Diesel,Manual,1248.0,90.0,5.0,0
Mahindra Scorpio EX,550000,60000,Diesel,Manual,2523.0,75.0,8.0,0
Mahindra TUV 300 T4 Plus,700000,38000,Diesel,Manual,1493.0,100.0,7.0,0
Tata Manza Aqua Safire,150000,80000,Petrol,Manual,1368.0,90.0,5.0,1
Hyundai EON Magna Plus,190000,60000,Petrol,Manual,814.0,55.2,5.0,1
Mahindra Bolero 2011-2019 SLE,500000,110000,Diesel,Manual,2523.0,62.1,7.0,0
Maruti Swift VDI BSIV,640000,110000,Diesel,Manual,1248.0,74.0,5.0,0
Skoda Fabia 1.2L Diesel Elegance,340000,145000,Diesel,Manual,1199.0,75.0,5.0,0
Hyundai Elite i20 Asta Option Diesel,811000,43000,Diesel,Manual,1396.0,88.76,5.0,0
Maruti Ritz LDi,409999,120000,Diesel,Manual,1248.0,73.94,5.0,0
Maruti Swift Lxi BSIII,220000,136000,Petrol,Manual,1298.0,88.2,5.0,1
Tata Indica V2 DLS BSIII,170000,120000,Diesel,Manual,1405.0,48.21,5.0,0
Hyundai Elite i20 Petrol Asta Option,700000,25000,Petrol,Manual,1197.0,81.86,5.0,1
Mahindra Scorpio S10 4WD,950000,80000,Diesel,Manual,2179.0,120.0,7.0,0
Hyundai Aent GLS 1.6 ABS,80000,40000,Petrol,Manual,1599.0,94.0,5.0,1
Jaguar XE 2016-2019 2.0L Diesel Prestige,2711000,9000,Diesel,Automatic,1999.0,177.0,5.0,2
Lexus ES 300h,5150000,20000,Petrol,Automatic,2487.0,214.56,5.0,2
Jaguar XF 2.0 Diesel Portfolio,3200000,45000,Diesel,Automatic,1999.0,177.0,5.0,2
Tata Safari Storme EX,503000,110000,Diesel,Manual,2179.0,147.94,7.0,0
Volvo XC40 D4 Inscription BSIV,3800000,20000,Diesel,Automatic,1969.0,190.0,5.0,2
Toyota Camry 2.5 Hybrid,2000000,68089,Petrol,Automatic,2494.0,157.7,5.0,2
Maruti Wagon R LXI,225000,58343,Petrol,Manual,998.0,67.05,5.0,1
Maruti Baleno Alpha 1.3,740000,38817,Diesel,Manual,1248.0,74.0,5.0,0
Honda Jazz VX,550000,56494,Petrol,Manual,1199.0,88.7,5.0,1
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,79328,Diesel,Manual,2494.0,100.6,7.0,0
Maruti Swift AMT VVT VXI,650000,5621,Petrol,Automatic,1197.0,81.8,5.0,2
Toyota Etios VX,625000,25538,Petrol,Manual,1496.0,88.73,5.0,1
Maruti Swift AMT ZXI,600000,69779,Petrol,Automatic,1197.0,81.8,5.0,2
Hyundai Grand i10 1.2 CRDi Sportz,450000,56290,Diesel,Manual,1186.0,73.97,5.0,0
BMW X4 M Sport X xDrive20d,5400000,7500,Diesel,Automatic,1995.0,190.0,5.0,2
BMW X4 M Sport X xDrive20d,5500000,8500,Diesel,Automatic,1995.0,190.0,5.0,2
Honda Amaze V CVT Petrol BSIV,779000,7032,Petrol,Automatic,1199.0,88.76,5.0,2
Skoda Rapid 1.6 MPI AT Elegance,645000,11000,Petrol,Automatic,1598.0,103.5,5.0,2
Volvo V40 D3 R-Design,2475000,2000,Diesel,Automatic,1984.0,150.0,5.0,2
Maruti Swift Dzire VDI,420000,120000,Diesel,Manual,1248.0,74.0,5.0,0
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,899000,35000,Diesel,Manual,1248.0,88.5,5.0,0
Datsun GO T Petrol,459999,35000,Petrol,Manual,1198.0,67.0,5.0,1
Hyundai Verna CRDi SX ABS,150000,120000,Diesel,Manual,1493.0,110.0,5.0,0
Renault KWID 1.0 RXT Optional,350000,25000,Petrol,Manual,999.0,67.0,5.0,1
Toyota Etios GD,509999,100000,Diesel,Manual,1364.0,67.05,5.0,0
Mahindra Bolero 2011-2019 Plus Non AC,500000,120000,Diesel,Manual,2523.0,62.1,9.0,0
Tata Zest Revotron 1.2 XT,370000,35000,Petrol,Manual,1193.0,88.7,5.0,1
Maruti Alto K10 2010-2014 VXI,240000,44000,Petrol,Manual,998.0,67.1,5.0,1
Hyundai i20 Asta 1.4 CRDi,530000,100000,Diesel,Manual,1396.0,88.73,5.0,0
Mahindra Scorpio S10 7 Seater,1000000,133000,Diesel,Manual,2179.0,120.0,7.0,0
Toyota Innova Crysta 2.4 VX MT BSIV,1600000,35000,Diesel,Manual,2393.0,147.8,7.0,0
Hyundai i10 Sportz,350000,64000,Petrol,Manual,1197.0,78.9,5.0,1
Mahindra XUV500 AT W10 FWD,1100000,70000,Diesel,Automatic,2179.0,140.0,7.0,2
Hyundai i20 1.2 Magna,220000,70000,Petrol,Manual,1197.0,80.0,5.0,1
Hyundai Grand i10 Sportz,350000,100000,Petrol,Manual,1197.0,82.0,5.0,1
Maruti Swift LDI,370000,90000,Diesel,Manual,1248.0,74.0,5.0,0
Maruti Swift Dzire VXi,220000,50000,Petrol,Manual,1298.0,85.8,5.0,1
Chevrolet Sail Hatchback LT ABS,200000,80000,Diesel,Manual,1248.0,76.9,5.0,0
Mahindra KUV 100 mFALCON D75 K4,400000,50000,Diesel,Manual,1198.0,77.0,6.0,0
Fiat Grande Punto 1.4 Emotion,150000,55000,Petrol,Manual,1368.0,88.7,5.0,1
Toyota Innova Crysta 2.7 GX AT 8 STR,1500000,40000,Petrol,Automatic,2694.0,163.7,8.0,2
Maruti Omni 5 Seater BSIV,130000,70000,Petrol,Manual,796.0,35.0,5.0,1
Maruti Alto 800 LXI,185000,80000,Petrol,Manual,796.0,47.3,5.0,1
Hyundai Santro Xing (Non-AC),110000,80000,Petrol,Manual,1086.0,62.1,5.0,1
Mahindra Bolero 2011-2019 SLX,450000,120000,Diesel,Manual,2523.0,62.1,7.0,0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,500000,20000,Petrol,Manual,1197.0,81.86,5.0,1
Ford EcoSport 1.5 Petrol Ambiente BSIV,570000,31596,Petrol,Manual,1497.0,121.36,5.0,1
Mahindra XUV500 W6 2WD,650000,85710,Diesel,Manual,2179.0,140.0,7.0,0
Toyota Fortuner 3.0 Diesel,1680000,129627,Diesel,Manual,2982.0,171.0,7.0,0
Datsun RediGO T Option,250000,10000,Petrol,Manual,799.0,53.64,5.0,1
Hyundai i10 Sportz,320000,15000,Petrol,Manual,1197.0,78.9,5.0,1
Maruti Wagon R AMT VXI,440000,35000,Petrol,Automatic,998.0,67.0,5.0,2
Hyundai i20 Sportz 1.2,315000,49000,Petrol,Manual,1197.0,82.85,5.0,1
Tata Manza Aura Quadrajet,202999,158000,Diesel,Manual,1248.0,90.0,5.0,0
Hyundai EON Era,179000,30000,Petrol,Manual,814.0,55.2,5.0,1
Hyundai i10 Magna 1.2 iTech SE,140000,60000,Petrol,Manual,1197.0,78.9,5.0,1
Maruti Zen Estilo 1.1 LXI BSIII,150000,40000,Petrol,Manual,1061.0,64.0,5.0,1
Mahindra Bolero SLX,440000,60000,Diesel,Manual,2523.0,63.0,7.0,0
Ford Figo Diesel EXI,250000,55130,Diesel,Manual,1399.0,68.0,5.0,0
Maruti Wagon R VXI BS IV,330000,22000,Petrol,Manual,998.0,67.04,5.0,1
Ford Figo Petrol ZXI,250000,48000,Petrol,Manual,1196.0,70.0,5.0,1
Hyundai i20 Magna,335000,45000,Petrol,Manual,1197.0,82.85,5.0,1
Mahindra XUV500 W4,1025000,22522,Diesel,Manual,2179.0,140.0,7.0,0
Hyundai i20 1.2 Magna,320000,51856,Petrol,Manual,1197.0,80.0,5.0,1
Maruti Ciaz RS ZXi Plus,550000,29434,Petrol,Manual,1373.0,91.1,5.0,1
Honda WR-V i-DTEC VX,800000,25000,Diesel,Manual,1498.0,98.6,5.0,0
Tata Tiago 1.2 Revotron XZ,380000,28000,Petrol,Manual,1199.0,84.0,5.0,1
Renault Duster 85PS Diesel RxL Optional,400000,44500,Diesel,Manual,1461.0,83.8,5.0,0
Maruti Wagon R VXI BS IV,375000,34500,Petrol,Manual,998.0,67.04,5.0,1
Honda City i-VTEC CVT ZX,1100000,20000,Petrol,Automatic,1497.0,117.6,5.0,2
Hyundai i20 1.2 Spotz,650000,15000,Petrol,Manual,1197.0,81.83,5.0,1
Nissan Micra XV CVT,361000,26000,Petrol,Automatic,1198.0,76.0,5.0,2
Hyundai EON D Lite Plus,140000,20000,Petrol,Manual,814.0,55.2,5.0,1
Hyundai Xcent 1.2 VTVT S,550000,3000,Petrol,Manual,1197.0,81.86,5.0,1
Honda Amaze VX Petrol BSIV,670000,20000,Petrol,Manual,1199.0,88.76,5.0,1
Maruti Vitara Brezza ZDi Plus,880000,25000,Diesel,Manual,1248.0,88.5,5.0,0
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,950000,35000,Diesel,Manual,1498.0,98.96,5.0,0
Chevrolet Cruze LTZ,300000,60000,Diesel,Manual,1991.0,147.9,5.0,0
Honda City i-VTEC CVT VX,1150000,6825,Petrol,Automatic,1497.0,117.6,5.0,2
Chevrolet Cruze LTZ AT,450000,155000,Diesel,Automatic,1998.0,163.7,5.0,2
Maruti Eeco CNG 5 Seater AC BSIV,375000,50000,CNG,Manual,1196.0,61.7,5.0,3
Maruti Ertiga BSIV VXI,600000,13500,Petrol,Manual,1373.0,91.1,7.0,1
Toyota Innova 2.5 V Diesel 8-seater,700000,260000,Diesel,Manual,2494.0,102.0,8.0,0
Hyundai Xcent 1.2 CRDi S,600000,65000,Diesel,Manual,1186.0,73.97,5.0,0
Mahindra Xylo H9,630000,95000,Diesel,Manual,2179.0,118.3,8.0,0
Maruti Ciaz ZXi,590000,40000,Petrol,Manual,1373.0,91.1,5.0,1
Hyundai Santro Era,420000,30000,Petrol,Manual,1086.0,68.0,5.0,1
Mitsubishi Pajero Sport 4X4 Dual Tone,1950000,120000,Diesel,Manual,2477.0,175.56,7.0,0
Tata New Safari Dicor EX 4X2 BS IV,541000,112011,Diesel,Manual,2179.0,138.1,7.0,0
Toyota Innova 2.5 G (Diesel) 7 Seater,900000,125000,Diesel,Manual,2494.0,100.6,7.0,0
Toyota Innova 2.5 G (Diesel) 7 Seater,900000,125000,Diesel,Manual,2494.0,100.6,7.0,0
Tata Manza Aura Quadrajet,250000,43000,Diesel,Manual,1248.0,90.0,5.0,0
Mahindra Bolero 2011-2019 SLE,670000,53534,Diesel,Manual,2523.0,62.1,7.0,0
Tata Tigor 2017-2020 XZ Plus,530000,20000,Petrol,Manual,1199.0,83.81,5.0,1
Chevrolet Beat Diesel LT,150000,70000,Diesel,Manual,936.0,57.6,5.0,0
Mahindra XUV500 W8 2WD,550000,70000,Diesel,Manual,2179.0,140.0,7.0,0
Mahindra Scorpio 1.99 S4 Plus,650000,150000,Diesel,Manual,1997.0,120.0,7.0,0
Tata Indica Vista TDI LX,180000,100000,Diesel,Manual,1405.0,70.0,5.0,0
Mahindra Thar 4X4,585000,50000,Diesel,Manual,2498.0,105.0,7.0,0
Hyundai i20 Magna,345000,120000,Petrol,Manual,1197.0,82.85,5.0,1
Maruti Swift VDI,350000,110000,Diesel,Manual,1248.0,74.0,5.0,0
Honda BRV i-VTEC V MT,725000,140000,Petrol,Manual,1497.0,117.3,7.0,1
Tata Venture EX 7 Str,250000,120000,Diesel,Manual,1405.0,70.0,7.0,0
Maruti 800 AC,45000,70000,Petrol,Manual,796.0,37.0,4.0,1
Toyota Innova 2.5 E Diesel MS 8-seater,409999,248119,Diesel,Manual,2494.0,102.0,8.0,0
Renault KWID 1.0 RXT Optional,325000,16500,Petrol,Manual,999.0,67.0,5.0,1
Maruti Alto K10 VXI,350000,9900,Petrol,Manual,998.0,67.05,5.0,1
Maruti Alto LXi,180000,80000,Petrol,Manual,796.0,46.3,5.0,1
Fiat Linea Emotion,150000,100000,Petrol,Manual,1368.0,90.0,5.0,1
Maruti Dzire ZXI,700000,20000,Petrol,Manual,1197.0,88.5,5.0,1
Maruti Ciaz ZDi Plus SHVS,795000,90000,Diesel,Manual,1248.0,88.5,5.0,0
Mahindra Thar CRDe,950000,15000,Diesel,Manual,2498.0,105.0,6.0,0
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,885000,75000,Diesel,Automatic,1498.0,108.5,5.0,2
Maruti Ritz LDi,160000,140000,Diesel,Manual,1248.0,73.9,5.0,0
Hyundai i20 1.4 CRDi Asta,300000,120000,Diesel,Manual,1396.0,90.0,5.0,0
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,950000,75000,Diesel,Automatic,1498.0,108.5,5.0,2
Maruti Ertiga VDI,549000,90000,Diesel,Manual,1248.0,88.76,7.0,0
Audi A3 35 TDI Premium Plus,3000000,20000,Diesel,Automatic,1968.0,143.0,5.0,2
Toyota Innova 2.5 VX (Diesel) 7 Seater,1200000,61000,Diesel,Manual,2494.0,100.6,7.0,0
